PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
Je7gR	8/1R6/5p1p/1p1p3k/1Pr5/2PK4/8/8 b - - 1 50	d5d4 b7b5 h5g4 d3c4	1485			
lzDL7	2r2r2/3kb1pp/1p1q4/nb1p1RPQ/p2pp2P/P2P3B/1PP5/R1BKN3 b - - 0 28	d7c7 c1f4 d6f4 f5f4	1523			
3DWXL	3rbr1k/ppq3pp/3b4/3B1pQ1/1PP1p3/P3P2P/1B3PP1/2R2RK1 w - - 3 24	c4c5 d6h2 g1h1 d8d5	1530			
JBKop	r3r1k1/ppq2ppp/2b2b2/8/B7/3R4/PP1BQPPP/2R3K1 w - - 17 34	e2d1 c6a4 c1c7 a4d1	1517			
j4NrX	r2q1rk1/4bpp1/p2p1n1p/n2Np3/4P3/4BN1P/2P2PP1/R2QR1K1 b - - 1 17	f6d5 d1d5 a5c4 d5c4	1463			
2d1Gx	r1b1qb1Q/1p2pk2/p1n3pB/3R4/8/8/PP3PPP/4K2R b K - 0 16	e7e6 h8h7 f7f6 h6g5	1503			
nDRc3	2r1rk1Q/3b1pb1/pq2p1p1/6B1/4N1P1/3p1P2/PPP5/2KR3R b - - 1 26	g7h8 h1h8 f8g7 g5f6	1496			
pnt6q	4r3/1p3Qpk/3b3p/p7/P2P3N/2P4P/4q1P1/5R1K w - - 3 32	f1b1 e2e1 f7f1 e1h4	1516			
Y927F	6r1/p1pk3b/1p5p/8/4r3/5N1P/PRP2PP1/6K1 b - - 2 27	e4c4 f3e5 d7e7 e5c4	1540			
umyud	2r2bk1/5r1p/2pq1np1/1p1p1n2/3Pp3/4P2P/PP1BNRP1/R3QNK1 w - - 4 21	d2b4 d6b4 e1b4 f8b4	1537			
5akGo	5r2/4qk2/8/4Q2p/rp5P/6p1/3N4/R2K4 w - - 0 41	e5e7 f7e7 a1a4 g3g2	1461			
LzRyo	1r2k1r1/4bp2/3p1P2/1ppBP2p/p7/P2P3P/4K1P1/2B3R1 b - - 1 25	e7d8 d5c6 e8f8 c1h6	1464			
8eNVS	8/4qp1k/p3b1pR/8/1r1QB1P1/4P3/PP3PP1/1K6 b - - 0 28	h7h6 d4h8 h6g5 f2f4 g5g4 h8h3	1496			
7DElp	5rk1/1ppn1ppp/5n2/8/NQ1Nr3/3q4/PP3PPP/2RR2K1 b - - 2 21	e4d4 b4d4 d3d4 d1d4	1496			
4RuS4	8/4k1p1/2p2b2/3p4/2n3QP/1P6/P5K1/4r3 b - - 2 38	c4e5 g4b4 c6c5 b4e1	1471			
nhCMu	2rq1rk1/pp3ppp/4pn2/n6b/1bPP4/5N1P/PB1NBPP1/2RQ1RK1 w - - 3 15	d1a4 b4d2 f3d2 h5e2	1488			
VHHtg	r1b1kb1r/ppp2Npp/8/2q1p3/2Bnn3/1P6/P1PP1PPP/RNBQK2R w KQkq - 1 9	f7h8 d4c2 d1c2 c5f2 e1d1 c8g4 c4e2 f2e2	1536			
tWvdq	5rk1/1p4p1/p1n1p3/4p1Qp/4Pn2/2P5/PP4PP/3R2K1 w - - 1 25	g2g3 f4h3 g1g2 h3g5	1530			
mp1Vx	3r2k1/5pp1/p1pbpn1p/Pp6/1P1BP3/2P2P2/2K1B1P1/R7 b - - 3 25	g8f8 e4e5 d6e5 d4e5	1523			
MAZCj	8/8/7p/5ppP/1k6/1b2PNP1/1b1KB3/8 w - - 3 46	f3d4 b2c3 d2c1 c3d4	1519			
CdxBx	1r6/pq6/4bk1R/6p1/3p1p2/1P3QP1/P1P5/2K5 b - - 1 24	f6e5 f3e2 b7e4 h6e6 e5e6 e2e4	1535			
qZeJ7	2r3k1/pp4p1/3qrp1p/3pNn2/PPpP4/2P2P1P/4R1P1/R3Q1K1 w - - 0 29	e5c4 e6e2 c4d6 e2e1 a1e1 f5d6	1508			
MkWkG	r5Q1/ppqnkp1p/2pbp1b1/3n2P1/N7/1P5P/P1PPBP2/R1B1K1NR w KQ - 1 17	g8g7 d6e5 g7h6 e5a1	1511			
OnEO5	3r1rk1/1bpn1ppp/pp1p4/3Pq3/2P1PB2/2PQ2P1/P1B4P/4RRK1 b - - 3 25	e5e7 e4e5 g7g6 e5d6	1476			
FB7rX	2rq1rk1/pp2b1pp/5n2/8/3p1N2/PPN5/3Q1PPP/R4RK1 w - - 0 21	c3b5 f6e4 d2d3 f8f4	1479			
bzxPr	2kr3r/ppp1qp2/2nb1n1p/6p1/4p1P1/1PN1P2P/PBP1QPB1/2KR3R w - - 0 15	c3e4 f6e4 g2e4 e7e4 b2h8 d8h8	1467			
kqxzv	1k4r1/p1p2p1p/1pb1pB2/6P1/1q3P2/1P2P3/P3Q2P/3R1KR1 w - - 4 25	e2c4 c6b5 c4b5 b4b5	1518			
5yQXf	8/3Bk3/2p1P2p/2Pp4/pKb5/6P1/6P1/8 b - - 3 46	d5d4 b4c4 a4a3 c4b3	1463			
IwKyZ	2r5/3R3p/6pk/1p6/4Pp2/PQ3P1P/6P1/q6K w - - 1 41	h1h2 c8c1 d7h7 h6h7	1539			
5fz9V	6k1/6p1/4p3/p7/3P2qp/1Qp1P3/5rPP/6RK w - - 0 36	b3c3 h4h3 c3c8 g8h7	1468			
KiLhH	2bq2k1/5p1p/p2p2p1/2pP1P2/2Pb2n1/3B2N1/P3r1PP/3Q1R1K w - - 0 21	d1e2 d8h4 e2g4 h4g4	1470			
75yLA	r2Q1rk1/4bppp/p3p2n/1pB1P3/1Pp1b3/P6P/2P1BPP1/R3K2R b KQ - 0 16	a8d8 c5e7	1489			
aMvKP	3r1bk1/1pQqnp1p/p3p1p1/3pP1B1/3P4/5N2/PP3PPP/2R3K1 b - - 3 24	d8c8 c7d7 c8c1 g5c1	1468			
4qLm9	r4rk1/1p2bppp/1p2p3/3pP3/3N1P2/2N4P/PPb3P1/K4B1R b - - 2 19	e7b4 d4c2 b4c3 b2c3	1526			
aYQz0	8/p4pp1/7p/4PP1k/1P5r/P3R3/7K/8 w - - 0 40	e3h3 h4h3 h2h3 h5g5	1525			
ZyzVY	r5k1/1b3q1p/1p4p1/p1p1Q3/1nPpP3/4P1P1/PP4BP/R1B3K1 w - - 0 21	e3d4 b4d3 e5f4 d3f4	1527			
MLhWE	r4r2/p1pq1p1k/1bpp1Q1p/8/4P3/1B5b/PPP1NPP1/R4RK1 b - - 1 16	h3g2 g1g2 d7g4 e2g3	1471			
MiBwJ	r4rk1/1p1b3p/p5p1/2pRb1B1/8/8/PPP1N1PP/2K4R b - - 0 18	d7b5 d5e5 a8e8 e5e8	1471			
WVq6c	4r1k1/5pp1/1p5q/p7/3N4/PP2r3/6Q1/2RR1K2 w - - 6 33	d4f5 h6f4 f1g1 f4f5	1512			
tLigb	3r4/2k1bppp/p1b1p3/4P3/N1R5/P1B5/1P3PPP/6K1 w - - 9 27	c4d4 d8d4 c3d4 c6a4	1514			
f4mFR	3r1rk1/ppp2ppp/2n1bB2/8/8/2PBQN2/PPP2PqP/R3K2R w KQ - 0 15	f6d8 g2h1 e1d2 h1a1 d8f6 g7f6	1497			
DRaHA	8/8/3r2kp/1pp2R2/3p1KP1/2P4P/PP6/8 w - - 2 36	f5c5 d4d3 c5c6 d6c6	1547			
su8NX	r4rk1/4qpp1/p2Pp2p/P1p4n/5P2/2NB1b1P/1PP3P1/R2Q2K1 b - - 0 19	e7d6 d3h7 g8h7 d1d6	1482			
DTt99	1k1q3r/pp4pp/4P3/1b3Q2/2p5/2B3P1/PPP2b1P/R5K1 w - - 0 23	g1f2 h8f8 f5f8 d8f8	1520			
VLPEB	r2r3k/pbpnq3/1p2p1Qp/1N2P3/2P2P2/8/PP4PP/3R1RK1 b - - 0 19	e7g7 g6g7 h8g7 b5c7	1506			
37twc	4rrk1/1p4p1/p1ppq3/4p2p/PPP1Pn2/5R1P/2BR1PPQ/6K1 b - - 3 28	e6c4 c2b3 c4b3 f3b3	1464			
zbtsV	rn2k2r/p2b1ppp/1qp2n2/1N2p3/8/3P2P1/PPQ1PKBP/R1B3NR w kq - 1 11	c1e3 f6g4 f2e1 g4e3	1548			
eSwT5	2rq1b1r/ppp2pp1/2k2n2/4Q1p1/3P4/2N5/PP3PPP/R3K1NR b KQ - 1 13	d8d6 e5b5	1456			
piVVQ	6k1/1p4pp/pq2p3/2p1b2P/4P1P1/PPN1Br2/2PQ4/R5K1 w - - 2 25	a1f1 f3e3 d2d7 e3g3	1505			
e9wJn	4b3/8/2p5/p1p1kp2/P1P2Np1/1P4P1/3KNb2/8 b - - 13 43	f2g3 f4d3 e5f6 e2g3	1511			
PbTun	5r2/1b4kp/p2p2p1/1p1q4/6n1/1PQP4/P4RPP/R5K1 b - - 6 26	g7g8 f2f8 g8f8 c3h8 f8e7 h8h7	1541			
FNVgw	8/8/3pK3/2k1p3/2P1Pp2/5P2/RP1r4/8 b - - 2 42	c5c4 b2b3 c4c3 a2d2 c3d2 b3b4 d2e2 b4b5 e2f3 b5b6	1498			
oj2yC	r1r3k1/p4ppp/8/3Q4/4Pq2/5P2/6PP/R2R2K1 w - - 1 25	a1a7 f4e3 g1h1 e3a7	1511			
v8MkL	1n1k1Q2/4r3/2p2p1p/3p1BP1/3P4/1p3P2/rqPK3P/1N5R b - - 1 26	e7e8 f8d6 b8d7 d6d7	1490			
ROLxc	r3r1k1/2p2pp1/p2q3p/3P1b2/Np2p3/3nRP1P/PPQ1B1P1/5RK1 b - - 0 22	d6e5 e2d3 e4d3 e3e5 d3c2 e5f5	1543			
alZBJ	3r2k1/pQ3pp1/4b3/7p/7P/2qp1PR1/P2N4/2K3R1 w - - 0 25	c1b1 c3c2 b1a1 c2a2	1525			
vDGs5	r3k2r/pp3ppp/2nq1n2/2p5/3pP1b1/3P1NN1/PPP1B1PP/R2Q1RK1 b kq - 5 11	e8g8 e4e5 c6e5 f3e5 d6e5 e2g4	1508			
mGqCK	r3k2r/1pp1pp1p/p2p2p1/2qP3n/2P1P3/2N2P1P/P1P1QP2/1R2K2R w Kkq - 3 17	c3a4 c5a5 e2d2 a5a4	1454			
9pjD4	5rk1/1pB2ppp/1Pp1p3/5b2/8/Q3P3/4qPPP/K1RR4 w - - 1 30	a3b2 f8a8 b2a3 a8a3	1495			
zsRnn	r2q1rk1/pp1n1p1b/2p4B/8/1b1PB3/6P1/PP3P1P/R2QR1K1 b - - 0 16	b4e1 d1g4 h7g6 e4g6	1513			
RlZv9	1r1r2k1/p1R4p/b3qpp1/4N3/8/3P4/P2Q1PPP/2R3K1 b - - 0 26	e6e5 d2h6 e5c7 c1c7	1543			
HWN2N	8/1b4p1/1b3k2/3P2R1/1B3P2/3Kp1P1/2r4P/8 b - - 8 41	c2h2 b4c3 f6e7 g5g7 e7d8 g7b7	1547			
djQzj	r3k2r/pp3pp1/2n5/4pb1p/1B2N1nP/3qP1P1/PP3PB1/R2QK1NR b KQkq - 0 12	c6b4 d1a4 f5d7 a4b4	1511			
IkaND	r4rk1/ppp2p1p/3p2p1/1P2p1q1/2P1P1n1/P2B1QP1/1B3P2/1K5R b - - 4 22	g4f6 b2c1 g5g4 f3f6	1545			
WE7ay	5rk1/p4qb1/1p5p/1P3np1/P1bp1B2/3N2PP/2Q2PBK/R7 w - - 0 29	f4e5 c4d3 c2d3 g7e5	1468			
vbMaU	r3r3/R2Rb3/3pk2p/p3p1p1/1p2P3/PP6/1B3PPP/6K1 b - - 3 28	h6h5 d7e7 e8e7 a7a8	1500			
o94rM	5rk1/1Q4pp/p2p4/4rpq1/5p2/1P6/1PP2PPP/2R1R1K1 w - - 1 27	e1e5 f4f3 b7d5 g8h8	1539			
IqrMQ	rn1qk2r/p1pp1ppp/1p2p3/3b4/1P1Nn3/P2B4/2P2PPP/RNBQK2R w KQkq - 0 9	f2f3 d8h4 g2g3 e4g3 h2g3 h4h1	1500			
ruqAF	r2q1rk1/1p3pp1/p1pp1n1p/4nR2/4P3/PBN1P2P/1P2Q1P1/3R2K1 b - - 1 19	d8d7 f5e5 d6e5 d1d7	1543			
XPQUr	r5k1/5pbp/2Np2p1/p2P4/Np2r3/1Q2BqPP/1P3P2/5RK1 w - - 1 25	b3d1 e4e3 d1f3 e3f3	1545			
nMScU	8/8/5Rp1/rk5p/5P2/7P/6K1/8 b - - 1 49	a5a6 f6a6 b5a6 g2g3 a6b5 g3h4 b5c4 h4g5 c4d5 g5g6	1465			
TaL3b	r5nr/2p2k2/p1pp1qp1/2b2b2/4P3/8/PPPPQ1PP/RNB2R1K w - - 2 16	e4f5 h8h2 h1h2 f6h4	1493			
wRTdQ	r1bk3r/pp3ppp/4p3/1B1p4/4Pn2/BP2KP2/P1PN3q/R2Q2R1 w - - 4 19	d1f1 d5d4 e3d4 h2d2	1532			
DXGZN	r1b1k2r/1p3p1p/p4p2/q2Pp3/3n4/P1N5/P1PQ1PPP/R3KB1R w KQkq - 3 13	c3e4 d4c2 e1d1 a5d2	1537			
AHyUD	6rk/p1p2p1R/2pbqP2/4p3/8/5Q2/PPP2P2/2K2B2 b - - 0 26	h8h7 f3h5	1511			
7Bxdi	5rk1/p2r2p1/2p3qp/4N3/4Pp2/1P1B1P1n/P1Q5/3R3K b - - 0 29	d7d3 e5g6 d3d1 h1h2 f8d8 h2h3 d1h1 h3g2	1500			
vDqzi	1r4k1/1b3ppp/4p3/6q1/2PR4/1P1B1P2/1Q4PP/6K1 w - - 1 30	d4g4 g5e3 b2f2 e3d3	1508			
hcGLr	3r3k/5pp1/3p3p/4p3/2q5/P7/1B1Q1P1K/4R3 w - - 0 41	b2e5 c4h4 h2g2 d6e5	1515			
aqJSD	1r4k1/ppp2ppp/1n3q2/4r3/1Q1R4/P3P1P1/1P3PBP/5RK1 w - - 1 20	f1d1 c7c5 b4d2 c5d4	1458			
x5g5U	8/2b5/4p1p1/1pP3P1/3PKP2/Pk4Bp/8/8 w - - 4 45	d4d5 e6d5 e4d5 b3a3 d5c6 b5b4 c6c7 b4b3 c5c6 b3b2 c7d7 b2b1q	1491			
dHWKE	4r1k1/ppp5/6p1/5r2/3P2KR/1PP1B3/8/7R b - - 2 29	e8e3 h4h8 g8g7 h1h7 g7f6 h8f8 f6e6 f8e8 e6d6 e8e3	1543			
colTt	r1bqr1k1/1p3ppp/p2bpNn1/8/3P4/P2B1N1P/1P3PP1/R1BQR1K1 b - - 0 14	d8f6 c1g5 f6g5 f3g5	1464			
zntpX	rk1qr3/1p4Q1/p2bB3/2N1R3/8/3P2P1/PPP1n2K/8 b - - 0 33	d6e5 g7b7	1463			
sQdQf	1k5r/1pB2ppp/4pn2/1N6/3Rb1P1/1BP4P/Pq3P2/5K1R b - - 0 22	b8a8 d4a4	1541			
mAdqD	1r1qk1nr/7p/p1nb2p1/1p1p3Q/2pPp3/2P1P2P/PPBN2P1/R1B2RK1 w k - 0 16	h5d5 d6h2 g1h2 d8d5	1464			
mRbjX	1r2kb1r/6pp/3p4/1p2p1Q1/2q5/3nBp2/PP3P1P/3R2RK b k - 1 22	d6d5 d1d3 c4d3 g5e5	1478			
Ms145	r2q1rk1/pbp1bppp/2n1pn2/1Bpp4/Q2P1B2/P1N1PN2/1P3PPP/R3K2R b KQ - 3 10	d8d7 f3e5 c6e5 b5d7	1542			
W8vOP	8/8/1R3kpp/1p2r3/1P6/5KPP/8/8 b - - 1 40	f6f5 g3g4 f5g5 h3h4 g5h4 b6g6 e5e1 g6h6	1500			
nFxbz	8/1r2pk1R/3p2p1/3P4/p1r2PP1/1P2R3/1K6/8 b - - 1 36	f7f6 e3e6	1538			
ME5Wh	8/6p1/8/1R5k/2r4P/2p3P1/2K5/8 b - - 4 45	h5g4 b5g5 g4f3 g5g7	1475			
6ERvK	r1bk1Q2/1p5p/p3p3/3pP2P/1n6/b7/PpPqB3/1K2RR2 b - - 0 27	d8c7 f8d6	1470			
8B3MO	3r1r1k/6pp/1q2R3/2p3p1/2Bb1R2/P2P3P/3Q1PP1/6K1 b - - 1 33	b6e6 f4f8 d8f8 c4e6	1536			
1ZlpT	r2r2k1/1p3p1p/p5p1/2P1pb1q/N3RP2/6Q1/PPB3P1/R6K w - - 1 27	h1g1 f5e4 c2e4 d8d1 a1d1 h5d1	1457			
Ng3Mf	8/8/1b1k1R2/1P6/K7/4r3/8/8 b - - 7 42	d6c5 f6c6 c5d5 c6b6	1475			
yybeO	2rr3k/1p4pp/1Q1q1p2/p2p3b/3n4/P1B1P2P/1P2BPP1/2R2RK1 w - - 0 20	b6d6 d4e2 g1h2 d8d6	1527			
RGhwD	rn3rk1/pb1p2p1/4p2p/2p5/P6q/2P1B3/1P2BPPP/R2Q1RK1 w - - 0 17	e3c5 h4g5 f2f3 g5c5	1510			
811BD	8/5pk1/2q4r/p3Q1p1/3r2P1/4R3/P7/5RK1 b - - 1 37	g7h7 f1f7 h7g6 f7g7	1489			
UBysN	r2r2k1/1bq2pp1/pp5p/5R2/6n1/2NB2R1/PPPQ2PP/7K b - - 9 23	g4f6 f5f6 c7g3 h2g3	1490			
vZaeg	8/5kp1/2R5/r1P5/5N2/4K2p/8/8 w - - 0 52	f4e2 h3h2 e2g3 a5a3 e3f4 a3g3	1530			
CuSEd	r3nrkR/pp2p3/3q2p1/2pNn1N1/2P5/8/PP3PK1/R2Q4 b - - 5 24	g8h8 d1h1 h8g7 h1h7	1465			
QgyL0	2kr4/1ppb1R2/p1n5/2q5/3p4/6BP/PP3P1K/4R3 b - - 1 29	d7h3 f7c7 c8b8 c7c6	1457			
NZDf5	3r1rk1/ppp3p1/7p/3np3/P4p2/R3pP1P/1PP3QP/2KqB1R1 w - - 2 22	c1d1 d5c3 d1c1 d8d1	1489			
n5J9m	2kr2nr/pp3ppp/2nbp3/2p4q/Q2P2b1/N1P2N2/PP2BPPP/R1B2RK1 w - - 3 11	d4c5 g4f3 c5d6 f3e2	1473			
QifCV	1rb5/3p2pk/p2q3p/3Bp3/4P3/2P5/P4RPP/3Q2K1 b - - 3 30	c8b7 d5g8 b8g8 d1d6	1549			
8fRY1	4q2k/p3nr1p/3QNbp1/2N5/8/8/P4rPP/R3R1K1 w - - 0 27	g1f2 f6e5 f2g1 e5d6	1462			
qByWU	r3kb1r/5ppp/1q2p3/p1p1Pn2/P1Pp4/1P1N1P2/3B1P1P/1R2QRK1 b kq - 2 20	f5h4 e1e4 h4f3 e4f3	1495			
dAuHw	4rk2/p5p1/4Pp1p/3p3Q/1q1P4/2r4P/6P1/4R1K1 b - - 0 34	c3h3 h5f7	1461			
7Nunw	6k1/p4ppp/1p1b1nq1/8/Q7/P3PN1P/1r4P1/3RN1K1 b - - 1 28	f6e4 a4e8 d6f8 d1d8	1524			
tl8Ui	r5rk/p6p/1pRB1nq1/1P1Pp3/4Pp2/5Q2/P3NPP1/6K1 b - - 0 26	g6e4 f3e4 f6e4 d6e5	1500			
HYTED	r3r1k1/pp3pp1/4b2p/1Q6/4q3/7P/PP2N1P1/R1B2R1K w - - 1 22	e2f4 e6c4 b5c4 e4c4	1503			
5Vcca	2r2rk1/5pp1/p1bP3B/1pQ2p2/6n1/2P5/6PP/3KR3 w - - 3 27	c5f5 g4h6	1543			
EHpCT	3R4/5pkp/3b2p1/8/3r4/7R/6P1/7K w - - 0 43	h3f3 d4d1 f3f1 d1f1	1468			
uNPPP	1k6/pp4p1/2p1P2p/4q1bP/4b1Q1/2P3P1/PP1n3N/K2R4 w - - 2 30	g4e2 d2b3 a2b3 e5a5	1455			
MBM3m	rnbq1rk1/pp2ppbp/3p1np1/2p1P3/3P1P2/2N1B2P/PPP3P1/R2QKBNR b KQ - 0 7	c5d4 e5f6 g7f6 e3d4	1509			
G5Xna	3rkr2/pp3pQp/2n1p3/q1ppP3/8/PPN1P1P1/1BPn3P/R3K2R w KQ - 1 17	e1d2 d5d4 e3d4 c5d4 b3b4 d4c3	1481			
wEyyt	r5BQ/pbpkn2p/1p1p1p2/8/4P3/2NPq3/PPP4P/R5RK w - - 1 20	h8h7 e3f3 g1g2 a8g8	1472			
SCqrx	r5kQ/pb6/1p1nq1p1/2p5/4P3/2N2PP1/PPP5/2K4R b - - 1 26	g8f7 h1h7	1457			
nxHf4	1r4k1/Q4pp1/4q2p/P2p4/1r2p3/1P2P2P/5PP1/2RR2K1 w - - 0 29	c1c5 b4b7 a7b7 b8b7	1534			
guFfR	8/7p/8/3Q3k/p7/P3PK2/8/6q1 b - - 1 61	h5g6 d5g8 g6f6 g8g1	1481			
t1472	3r1rk1/ppp3p1/3b1q1p/4pp2/2P4N/1P4P1/P1Q1PPKP/3R1R2 w - - 1 20	h4f5 f6f5 c2f5 f8f5 c4c5 d6e7 d1d8 e7d8	1510			
cUlnf	8/8/8/p3kppp/8/7P/RNr1p1P1/4K1b1 b - - 1 55	g1c5 b2d3 e5d4 a2c2	1527			
RLw6M	1k6/1pp2pb1/p1n2q2/3p4/3P2B1/P1N5/1PPQ1PPr/2KR4 w - - 3 24	g4h3 g7h6 d2h6 f6h6	1540			
HHX5P	5k2/1p2b1pp/4p3/p2p1p2/P2qnP2/1N6/1Pr1Q1PP/R1B2R1K b - - 1 20	c2e2 b3d4 e4f2 h1g1	1454			
0R60z	r3r1k1/2p2pp1/pb1p3p/1p6/3PP1nn/P1NR1N1q/1PB2P1B/R2Q2K1 w - - 4 21	h2g3 h3g2	1513			
VJ1Xa	1r2kb1r/p1pnpppp/n1Q5/qN6/3R2b1/4B3/PPP3PP/2K2BNR w k - 5 12	d4g4 a5e1	1461			
EhWPK	8/2k5/2p3Pb/p2b4/P3p3/8/4R3/4KR1r b - - 3 44	e4e3 f1h1 d5h1 e2h2	1529			
rOiR8	5rk1/1R1R1ppp/4p3/4q3/2B5/1P3QPP/5P2/r5K1 w - - 1 30	g1g2 e5e1 d7d1 a1d1 f3d1 e1d1	1486			
BvVB6	8/8/4k3/4B3/p7/n4R2/r5P1/6K1 w - - 2 37	f3e3 a3c4 e3e1 c4e5	1498			
R1W7V	r3r1k1/2Q1Bpnp/p1b3q1/1p6/1Pp5/P1N2P2/6P1/3R1RK1 b - - 2 27	g7e6 c7c6 e6f4 c6g6	1521			
F99IW	5rk1/p1q2ppp/1r2p3/2p1B3/2P5/1P2PQ2/P5PP/3R1RK1 b - - 0 20	c7e5 f3f7 f8f7 d1d8 f7f8 f1f8	1535			
mJsbo	8/1p6/1kp5/p3R3/2P5/1P3K2/P2r4/8 w - - 7 46	e5e2 d2e2 f3e2 b6c5 e2d3 c5b4 d3c2 b4a3	1473			
29D7s	r4r2/1p3p1p/p6k/3p4/8/2Q1Pq1P/3n1PRP/7K b - - 5 28	d2e4 c3g7 h6h5 g7h7	1488			
v9QW0	r2r2k1/pp2nNp1/4pb1p/2q5/2B5/2P4P/PP2QP1P/2KR3R b - - 0 18	d8d1 h1d1 f6g5 f7g5	1482			
7464m	r2qkb1r/p2p1ppp/n3Pn2/2p5/8/2N1P3/PP3PPP/R1BQK1NR b KQkq - 0 8	d7e6 d1a4 f6d7 a4a6	1505			
9uUsN	7k/5qrp/3b1p2/3p1P1Q/pppP2R1/4P3/PP3KP1/7R w - - 2 40	h1h4 f7h5 h4h5 g7g4	1486			
gNdVS	r1b3kr/ppp3pp/3b1q2/3pP3/8/1Q6/PPP2PPP/RN2R1K1 b - - 0 13	d6e5 b3d5 c8e6 d5e5 f6e5 e1e5	1479			
PFmxn	2kr3r/pppbqppp/2n1pn2/8/1bBP3B/1QN1PN2/PP3PPP/R3K2R w KQ - 1 11	e1c1 c6a5 b3c2 a5c4	1542			
QedyX	r5k1/ppp2p1p/3p1Q2/2q4r/2b1PPP1/2PB3P/P6K/R4R2 b - - 0 20	c4d3 g4h5 d3f1 a1f1	1492			
IUmhC	2r3k1/1p1q1pn1/p2p4/3NbP2/3rP1Q1/4R2P/PP4P1/R5K1 b - - 8 29	d7d8 f5f6 e5f6 d5f6 d8f6 g4c8	1472			
bsSKC	rn1qkb1r/pp4pp/2p2p2/3pNb2/3P4/P1N5/1PP2PPP/R2QKB1R w KQkq - 0 10	d1h5 g7g6 e5g6 f5g6	1454			
bWXBK	2nr1bk1/1p4p1/pqpp1nPp/8/P4P2/BPN4P/2PQ2BK/4R3 w - - 1 27	c3e4 f6e4 e1e4 d6d5	1534			
XqvV9	b7/p7/1p2RP2/2k5/2Pp4/P2B1r2/3K4/8 b - - 0 37	a8c6 e6c6 c5c6 d3e4 c6d7 e4f3	1530			
U5G5N	r1b1k2r/p1ppn1pp/2p2pq1/2b3B1/4P1Q1/3B1P2/PPP3PP/RN2K2R w KQkq - 0 10	e4e5 g6g5 g4g5 f6g5	1467			
T4jXZ	5rk1/pppR1bp1/8/8/4P3/P1P1QPqp/6P1/3R2K1 w - - 0 36	e3f2 h3h2 g1h1 g3f2	1495			
G9yBw	8/R7/1p5p/P5k1/1P2Kpp1/8/5P1P/r7 b - - 1 45	b6a5 a7a5 a1a5 b4a5	1484			
A6WuX	3r2k1/1pn2p1p/2pb1n1q/6pr/4P2P/1Q3PP1/PB2N1B1/R2R3K w - - 0 26	e4e5 h5h4 g3h4 h6h4 g2h3 h4h3	1471			
rMiMx	1r5r/p2p4/bp1N1p2/3P2k1/8/3n2P1/PP3P1P/1R1R2K1 b - - 1 26	d3e5 f2f4 g5g6 f4e5	1538			
go6RN	r3k2r/p2p1p1p/2pQp1p1/6q1/3KP3/B2P4/P4PPn/5R2 b kq - 5 24	e8c8 f1b1 h2f3 g2f3	1544			
8sRIE	rn1qrbk1/1b1n1pp1/p6B/1pp1PN2/3p4/3B1N1P/PPPQ1PP1/R4RK1 b - - 0 18	g7h6 f5h6 f8h6 d2h6 d7f8 f3g5	1524			
nS0mk	8/p5pp/1b2Q3/3pPp1k/1P3PP1/3qP2P/7K/8 b - - 0 36	h5h4 e6e7 g7g5 e7h7	1491			
f3mCG	r3r1k1/pp2qpbp/2p3p1/8/2PpPn2/2N2BPP/PPQ2P1K/3RR3 w - - 0 20	c3e2 d4d3 d1d3 f4d3	1470			
IKPku	r1q2r2/2p3pk/p7/1pP1P1p1/1P6/PB1R4/1B3QP1/7K w - - 4 31	d3h3 c8h3 g2h3 f8f2	1459			
0sr06	r4q1k/1p4rp/p1p3b1/8/P2P2pR/1BPQ1pP1/1P3P2/4R1K1 w - - 5 32	d3e3 a8e8 e3d2 e8e1 d2e1 g7e7	1479			
edqz2	2kr4/1ppr2p1/p4qnp/3Ppp2/1P1b4/P1N3PN/2PQ3P/2KR1R2 b - - 5 22	e5e4 d2d4 f6d4 d1d4	1468			
6Jq4V	8/2b5/5k2/PR6/1B2p3/4P1rK/8/8 w - - 3 44	h3h2 g3g5 h2h3 g5b5	1524			
2K4ex	5r1k/pp4p1/2p1p2p/3n2R1/3PQ3/P1PK4/q3BP2/3R4 b - - 0 32	h6g5 d1h1 h8g8 e4h7 g8f7 e2h5 f7e7 h7g7	1500			
6ONgX	2k5/ppp3p1/2p1R3/6q1/8/1Q3PKP/PP4P1/2r5 w - - 5 26	g3h2 g5f4 g2g3 f4d2 e6e2 d2e2	1545			
FhGTd	2r2rk1/pb2qp2/1p2p1p1/3nP2p/3P4/3B1NQ1/P4PPP/3RR1K1 w - - 2 20	d3g6 f7g6 g3g6 e7g7	1522			
eHnQh	r4k2/1p3p2/p3p3/Pbppn1qP/8/2P1PB2/1P3P2/RN1QK2R w KQ - 0 20	b1d2 e5d3 e1f1 d3b2 f3e2 b2d1	1470			
X7XA2	rnb1kbnr/ppp3pp/3p1q2/4Np2/3PP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5	f1b5 c7c6 b5c4 d6e5	1488			
obRBr	r2qk1nr/pQp2pbp/4p1p1/6B1/2n5/2P5/PP3PPP/RN3RK1 b kq - 1 11	c4d6 b7c6 d8d7 c6a8	1544			
